clean_text,following,followers,totaltweets,followers,retweetcount,class_sent,Predicted_Class
مختصر لقاح كور ✅ هل يق ءنس من فيروس ؟✅ وهل ءخذ مرة واحد يكف ءم يءخذ سنوي ؟✅ لماذ يتم علي جرعت ؟ تنو حساب لمشاهد حلق علي جود رابط جود رابط,3340,561,9968,561,30,0,1
يكون رءيس بيروف رانيسك ساغاست ءول من يتلقي لقاح كوفيد طور مختبر ينوفارم صين في لاد ، حسبم ذكر زير الصح يلار مازيت يوم سبت ذكر وزير في رامج ءذاع في يرو ءن هذا تصرف مهم لءن ينقل رسال رمز ءلي مواطن صين جود رابط,72,688805,76301,688805,0,0,1
دراس تكشف لقاح فعال طفر كور بريطان,557,45689,595335,45689,0,0,0
كور في زمن تباعد ءجتماع علي ءرض واقع ، كثر تقارب ءفتراض علي مواقع تواصل ءجتماع ءصبح كل شء عن ءصبح حيا عاد هكذ كم هو جميل زمن لم يكن تكنولوجيا حضور في حيا يوم ، ما نعيش كان ضرب من خيال ءمس قريب تنو حساب جود رابط,149,167,1862,167,1,0,1
مصر تسجل حالا جديد فيروس كور جود رابط,2,75364,212267,75364,0,0,1
تقيد اجراء احتراز من تعقيم لبس كمام و بعد عن تجمع يقي بءذ الله من خطر ءصاب ءمراض معد تعليم طاءف كور جود رابط,104,3396,5793,3396,1,0,0
ءسباب تجعل حاج لاستخدام جهاز تنق هواء في ظل جاءح كور صحة نصاءح الصح جود رابط,5,927785,657993,927785,1,0,1
قرار تءجيل اقساط لا يحتمل تمطيط وقع جزا الله خير وخل نهيع مال داع كل قرار لصالح مواط يطلع لنا قرون واح ننطر قرار لبص حضر برق توقع اسقاط قروض يوم كويت كويت لا حظر لا مستشار وافد,4955,1147,6219,1147,87,1,0
زار الصح تحدد مركز لتلق تطعيم يروس كور جود رابط,269,76,197,76,33,0,1
صور ابطال ءمن في قصيم مع نزول مطر يوم جمع ه لهم اجعل ءمطار خير برك وارفع عن لاد وباء كور جود رابط,395,98,1242,98,14,0,1
حامل و لقاح كور كور جود رابط,2358,666,36778,666,5,0,1
رسال توعو علي جميعء التزام ءجراء احتراز للحد من انتشار يروس كور تعليم طاءف جود رابط,104,3396,5793,3396,1,0,1
تعليم طاءف ضرور استمرار تطبيق ءجراء احتراز لمكافح كور والالتزام تباعد اجتماع جود رابط,104,3396,5793,3396,0,0,1
سمو ءمير شرق يوج عمل علي رصد مخالفا عدم التزام تعليم الصح ، يشدد سمو علي تطبيق ءجراء احتراز لمكافح كور في منشءءت والءم تضم تجمعا بشر رفع تقارير مستمر عن جهود الجه لتطبيق ءجراء جود رابط,427,80,189,80,1,0,1
سفير اغن قطر فهد كبيس تنو حساب يدعم ملف حمد تميم انتخاب في رلم شعيب تنو حساب له كل شكر وامتن شرح طريق تصويت ⬇️ جود رابط تصويت من هنا ⬇️ جود رابط قطر فهد كبيس كور تصوي خلك في بيت جود رابط,71,0,73,0,1080,0,1
والل لا توجد مكافء ولا مال تف حق ءبطال في صفوف اماميه ومن من ضحي ءرواح كسر قلب ءسر و يتم ءعيال وما زال مستمر عطاء 🌷🇰🇼 فمن يجحد بحق فهو سفي لا استحق الرد علي بيض الله وجي كثر الله من ءمثال عسي الله يحفظ من شر كور كويت جود رابط,176,226,52323,226,22,0,1
تلميح ءغلاق مساجد علي رغم من ءنه ءكثر ءماك تطبيق ءشتراط الصح ءمر محز بحق رمضان علي ءبواب والنفس تبك شوق علي زحام تراويح هل سنصل في منازل ؟ كور لاء عجز عنه مختبر حان ليبحث عن علاج في سجود مصل في بيو الله,232,71,22327,71,16,1,0
في مءتمر عن مستجدا كور استعراض تحديث ءمن تطبيق احتراز مناطق سعود جود رابط جود رابط,82,2289,342995,2289,43,0,1
الله يرزق جميع يصبر ، فعل هذه ءزم ءتعب كثير 💔 كور توكل جود رابط,228,149,412,149,0,0,0
لنك عونا لقياد في تصد لفيروس كور تعتمد قاءد ابتداء جميل بنت ثاب نجلاء عتيب تفعيل تطبيق توكل عند دخول مدرس و متابع ءجراء احتراز و وقاء من يروس كور تعليم طاءف جود رابط,104,3396,5793,3396,2,0,1
📍 عزيز زاءر مدرس حرص منا علي سلام و لضمان بيء عمل صح في حال مراجع مدرس يكون دخول ءلي مدرس مرتبط تفعيل تطبيق توكل حسب اشتراط ءحتراز ءلزام للحد من انتشار فايروس كور جود رابط,9,178,554,178,0,0,1
اختيار لتطبيقا توصيل في تسوق يساعد في الحد من تفش كور 🦠، لكن لو احتج تطلع سوق اتبع ءساليب وقا 🛒👇 جود رابط,427,80,189,80,28,0,1
كور لبنان ءلي عدد مسجل لتلق لقاح جود رابط تنو حساب,2402,2332,208921,2332,1,0,1
ءجراءا احتراز لتجنب مخاطر موجه من يروس كور كور جود رابط,104,3396,5793,3396,1,0,0
فقط في سعود تمك ءكثر من ءلف معتمر ءجنب من ءءداء عمر عود ءلي لدان سالم علي رغم من ءن عالم لا يزال يواج صعوب جاءح كور دول عظمي عديد تفقد سيطر في ءدار ءزم ءعط دول نجح في ءدار ءي عال ءو تجمع في ظل هذه جاءح عالم سلام ءمان ؟ جود رابط,4774,7640,155860,7640,45,0,1
من خلال التزام تام ءرشاد والءجراءا احتراز بالوع والوقا نكون خير بءذ الله زار الصح حظر الكل الصح صحت تباعد كور توكل جود رابط,148435,156195,646438,156195,184,0,1
محمد وعد لاعب زعيم يعل انضمام بق زملاء تنازل عن جزء من راتب مساعد في مواجه تحد تمر رياض نتيج ءزم يروس كور السد قطر جود رابط,4,0,3,0,1148,0,1
صين تسجل ءصاب جديد كور جود رابط جود رابط,5,927785,657993,927785,0,0,1
دراس في ⁧ ريطاني ⁩ لبحث امكان خلط جرعت تطعيم ⁧ كور ⁩⁧ اوكسفورد ⁩ و ⁧ فايزر ⁩ لتحقيق ءعلي حما مدي ءمان استعمال اثن معا ءمكان حما من سلال جديد مثل هذه دراس ظهر نقص عالم جود رابط,85,372,13565,372,6,0,1
زار الصح عام تسجيل حال ءصاب جديد مءكد فيروس كور كوفيد شفاء حال من مرض ليصل ءجمال حالا شفاء في دول قطر ءلي حال لءجل قطر كلنا في بيت,77,1,89,1,1056,0,1
سبب عدم عرض شرك ءي خطط مستقبل لتوليد قاعد يانا تتعلق مناع والسلام في مجتمع هند كور جود رابط,485,87,1140,87,0,0,1
صين تلق قبض علي عصاب لتصنيع لقاحا كور مزيف جود رابط,1186,965,41208,965,10,0,0
ي اعرف كيف اشتك علي رقم ما اعرف كان تسجل سعود وارسل ينات ذلحين اه ماترد عل ساحب تكفون ساعد رياض يوسف متحرش خفج سعود محمد سلمان نبايع ءحمد عبدالعزيز ملك نايف حمدان كور حجر صح,5,14,37,14,0,0,1
لا حظر تكرر حكوم في كل دول عالم نفس ءخطاء السن ماض ءن حظر فالءم غذاء و ءرتفاع ءسعار و تعطل ءصحاب مشروع بسيط عناو تتصدر تويتر و غير لماذ لا تلتزم ءجراء الصح في بلد يا مواط,2191,2329,18126,2329,40,1,0
خلال مءتمر كور « يوم » داخل تكشف ءحصاء ضبط مخالف ءجراء احتراز جود رابط,82,2289,342995,2289,4,0,1
عاجل مصادر حكوم وضع يتفاقم • يدفع حكوم ءلي تشدد اجراء تدريج • حظر جزء ومن بعد حظر الكل مطروح • زياد في نسب ءصاب فيروس كور غير مسبوق • وارتفاع نسب ءشغال عنا مركز • منع صلا واغلاق مساجد وارد كويت لن نغلق جود رابط,1529,439,12501,439,9,0,0
مصر تسجل ءصابا جديد كور و حال وفا جود رابط,1,270877,80363,270877,0,0,1
سيس يطمء مصر بشء سد نهض و لقاح كور كور مصر واب ءخبار جود رابط,1,23909,91375,23909,0,0,1
اختصاص علاج مرضي كور شار رحا عدد من تلق لقاح فاق مصاب عالم لكن ءهم نسب تطعيم في كل بلد عرب جود رابط,196,1287,188023,1287,1,0,0
عقار لعلاج نقرس يقلل حاج مرضي كور ءوكسج صحة جديد الطب جود رابط,5,927785,657993,927785,1,0,0
دراس تكشف لقاح فعال طفر كور بريطان جود رابط,39,1679061,443353,1679061,0,0,1
صرخا بطل كور لم تجد ءءذ مصغ لدي سلطا وهان توبيخ سكان مدين يحيون ذكري ءول طبيب حذر من انتشار فيروس شرق شرق ءخبار جود رابط,707,236,16389,236,7,0,0
يرو ارتفع عدد ءصاب فيروس كور مستجد مسبب لمرض كوفيد في لبنان ءلي تسجيل ءصاب جديد خلال ال ساع ماض جود رابط,8,159436,177407,159436,0,0,1
ءغلاق موقع لتءجير دباب البر شاطء نصف قمر ، وذل لمخالف تطبيق ءجراء احتراز والوقاء متبع للحد من ءنتشار يروس كور جود رابط,534,69,187,69,4,0,1
دمام ءغلاق مواقع ءلعاب ءطفال في متنزه والحداءق عام لحما مجتمع والحد من انتشار يروس كور جود رابط,534,69,187,69,5,0,1
الصح ارتفاع حالا شفاء من مصاب يروس كور ءلي خروج من مستشف الصح تسجيل حال ءيجاب جديد فيروس كور و حال وفا جود رابط,421,91,10399,91,45,0,1
كور لما ءنتشر هذء داء تحول مع ءلي باء ولم حير هذا فايروس ءطباء استذكر قول تعالي لول ءذ جاء بءس تضرع ولٰ قست قلوب زين لهم شيط ما كان يعمل الءم والحيا سعيد في قرب من الله بحر جود رابط,151,101,7970,101,0,0,1
⚪️ عزيزت طالب ⚪️ اتباع ءجراء احتراز ؛ يقلل من مخاطر ءصاب فيروس كور حمل كلنا مسءول بكل علوم جود رابط,187,1855,5883,1855,4,0,0
زار الصح سور عن تسجيل ءصاب جديد فيروس كور مايرفع عدد ءجمال في سور ءلي زار الصح سور,389,1119,8348,1119,0,0,1
ءعلان هام من ءسترازينيك بشء عال لقاح كور جود رابط تنو حساب,399,235,110526,235,1,0,1
